,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,INTERPROVINCIAL
929007,25/12/2018,es,Almería,Baza,10.0,1,3,1,3,0,Andalucía,Andalucía,No
1016984,25/12/2018,es,Almería,Fiñana,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
287309,01/01/2019,es,Almería,Granada,42.0,20,20,9,20,0,Andalucía,Andalucía,No
370137,01/01/2019,es,Almería,Sevilla,21.0,7,9,4,9,0,Andalucía,Andalucía,No
475193,01/01/2019,es,Almería,Algeciras,9.0,2,5,1,5,0,Andalucía,Andalucía,No
512726,01/01/2019,es,Almería,El Puerto de Santa María,3.0,2,2,1,2,0,Andalucía,Andalucía,No
561412,01/01/2019,es,Almería,Málaga,53.0,21,25,10,22,0,Andalucía,Andalucía,No
651489,01/01/2019,es,Almería,Jaén,16.0,4,8,2,8,0,Andalucía,Andalucía,No
662870,01/01/2019,es,Almería,San Roque,3.0,1,1,1,1,0,Andalucía,Andalucía,No
766817,01/01/2019,es,Almería,Vélez-Málaga,1.0,1,1,1,1,0,Andalucía,Andalucía,No
891868,01/01/2019,es,Almería,Fuengirola,2.0,2,1,1,1,0,Andalucía,Andalucía,No
967883,01/01/2019,es,Almería,Motril,14.0,2,7,1,7,0,Andalucía,Andalucía,No
287417,19/04/2019,es,Almería,Granada,34.0,12,16,6,16,2,Andalucía,Andalucía,No
370238,19/04/2019,es,Almería,Sevilla,12.0,10,6,4,6,0,Andalucía,Andalucía,No
475244,19/04/2019,es,Almería,Algeciras,2.0,1,2,1,2,0,Andalucía,Andalucía,No
561520,19/04/2019,es,Almería,Málaga,35.0,25,18,11,18,2,Andalucía,Andalucía,No
651574,19/04/2019,es,Almería,Jaén,11.0,2,5,1,5,1,Andalucía,Andalucía,No
672318,19/04/2019,es,Almería,Córdoba,7.0,2,3,1,3,1,Andalucía,Andalucía,No
838119,19/04/2019,es,Almería,Pulpí,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
839530,19/04/2019,es,Almería,Albox,6.0,2,2,2,2,0,Andalucía,Andalucía,Si
842446,19/04/2019,es,Almería,Vera,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
856117,19/04/2019,es,Almería,Olula del Río,6.0,1,2,1,2,0,Andalucía,Andalucía,Si
916444,19/04/2019,es,Almería,Macael,7.0,1,3,1,3,0,Andalucía,Andalucía,Si
967949,19/04/2019,es,Almería,Motril,17.0,4,7,3,7,1,Andalucía,Andalucía,No
1015274,19/04/2019,es,Almería,Lecrín,2.0,2,1,1,1,0,Andalucía,Andalucía,No
287429,01/05/2019,es,Almería,Granada,73.0,10,29,7,27,0,Andalucía,Andalucía,No
370250,01/05/2019,es,Almería,Sevilla,20.0,4,8,2,6,0,Andalucía,Andalucía,No
475252,01/05/2019,es,Almería,Algeciras,6.0,1,4,1,4,0,Andalucía,Andalucía,No
561532,01/05/2019,es,Almería,Málaga,58.0,17,25,9,23,0,Andalucía,Andalucía,No
651586,01/05/2019,es,Almería,Jaén,8.0,3,3,2,3,0,Andalucía,Andalucía,No
672325,01/05/2019,es,Almería,Córdoba,6.0,3,2,2,2,0,Andalucía,Andalucía,No
779032,01/05/2019,es,Almería,Úbeda,2.0,2,1,1,1,0,Andalucía,Andalucía,No
842455,01/05/2019,es,Almería,Vera,7.0,2,4,1,4,0,Andalucía,Andalucía,Si
856126,01/05/2019,es,Almería,Olula del Río,11.0,2,4,1,4,0,Andalucía,Andalucía,Si
997346,01/05/2019,es,Almería,Rota,1.0,1,1,1,1,0,Andalucía,Andalucía,No
287535,15/08/2019,es,Almería,Granada,41.0,12,19,7,18,2,Andalucía,Andalucía,No
370352,15/08/2019,es,Almería,Sevilla,10.0,7,5,4,5,1,Andalucía,Andalucía,No
455861,15/08/2019,es,Almería,Jerez de la Frontera,2.0,2,1,1,1,0,Andalucía,Andalucía,No
522390,15/08/2019,es,Almería,Marbella,5.0,3,3,2,3,0,Andalucía,Andalucía,No
561638,15/08/2019,es,Almería,Málaga,59.0,36,31,18,30,1,Andalucía,Andalucía,No
651677,15/08/2019,es,Almería,Jaén,19.0,3,8,2,8,0,Andalucía,Andalucía,No
733924,15/08/2019,es,Almería,Garrucha,5.0,1,2,1,2,0,Andalucía,Andalucía,Si
779081,15/08/2019,es,Almería,Úbeda,4.0,3,2,2,2,0,Andalucía,Andalucía,No
844620,15/08/2019,es,Almería,Guadix,18.0,2,7,1,7,0,Andalucía,Andalucía,No
859485,15/08/2019,es,Almería,Linares,3.0,1,3,1,3,0,Andalucía,Andalucía,No
864248,15/08/2019,es,Almería,Benalmádena,4.0,4,2,2,2,0,Andalucía,Andalucía,No
896043,15/08/2019,es,Almería,Dos Hermanas,3.0,3,1,1,1,0,Andalucía,Andalucía,No
937762,15/08/2019,es,Almería,Estepona,1.0,1,2,1,2,0,Andalucía,Andalucía,No
287593,12/10/2019,es,Almería,Granada,73.0,25,32,14,28,2,Andalucía,Andalucía,No
370409,12/10/2019,es,Almería,Sevilla,11.0,5,5,2,4,0,Andalucía,Andalucía,No
561696,12/10/2019,es,Almería,Málaga,55.0,11,22,5,19,2,Andalucía,Andalucía,No
651729,12/10/2019,es,Almería,Jaén,23.0,4,10,2,9,1,Andalucía,Andalucía,No
672416,12/10/2019,es,Almería,Córdoba,6.0,1,2,1,2,0,Andalucía,Andalucía,No
766941,12/10/2019,es,Almería,Vélez-Málaga,3.0,1,1,1,1,0,Andalucía,Andalucía,No
802403,12/10/2019,es,Almería,Huércal-Overa,17.0,1,8,1,8,1,Andalucía,Andalucía,Si
808345,12/10/2019,es,Almería,Torremolinos,2.0,1,2,1,2,0,Andalucía,Andalucía,No
839562,12/10/2019,es,Almería,Albox,3.0,1,2,1,2,0,Andalucía,Andalucía,Si
842586,12/10/2019,es,Almería,Vera,11.0,3,6,2,6,1,Andalucía,Andalucía,Si
867763,12/10/2019,es,Almería,Antas,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
876660,12/10/2019,es,Almería,Los Gallardos,2.0,1,1,1,1,0,Andalucía,Andalucía,No
916517,12/10/2019,es,Almería,Macael,5.0,3,3,3,3,0,Andalucía,Andalucía,Si
929094,12/10/2019,es,Almería,Baza,14.0,1,4,1,4,0,Andalucía,Andalucía,No
955609,12/10/2019,es,Almería,Almuñécar,2.0,1,1,1,1,0,Andalucía,Andalucía,No
287051,18/04/2018,es,Almería,Granada,78.0,12,29,10,29,0,Andalucía,Andalucía,No
369887,18/04/2018,es,Almería,Sevilla,12.0,5,5,3,5,0,Andalucía,Andalucía,No
561154,18/04/2018,es,Almería,Málaga,29.0,15,11,7,10,0,Andalucía,Andalucía,No
651271,18/04/2018,es,Almería,Jaén,11.0,3,4,2,4,0,Andalucía,Andalucía,No
842210,18/04/2018,es,Almería,Vera,8.0,1,3,1,3,0,Andalucía,Andalucía,Si
879586,18/04/2018,es,Almería,Cuevas del Almanzora,2.0,2,1,1,1,0,Andalucía,Andalucía,Si
990255,18/04/2018,es,Almería,Rincón de la Victoria,4.0,2,1,1,1,0,Andalucía,Andalucía,No
1008543,18/04/2018,es,Almería,Salar,3.0,1,1,1,1,0,Andalucía,Andalucía,No
287094,31/05/2018,es,Almería,Granada,59.0,21,25,12,25,0,Andalucía,Andalucía,No
369929,31/05/2018,es,Almería,Sevilla,11.0,7,6,4,6,0,Andalucía,Andalucía,No
455751,31/05/2018,es,Almería,Jerez de la Frontera,6.0,3,2,1,2,0,Andalucía,Andalucía,No
475108,31/05/2018,es,Almería,Algeciras,2.0,2,1,1,1,0,Andalucía,Andalucía,No
561197,31/05/2018,es,Almería,Málaga,51.0,22,19,12,17,2,Andalucía,Andalucía,No
651304,31/05/2018,es,Almería,Jaén,22.0,1,9,1,9,0,Andalucía,Andalucía,No
733793,31/05/2018,es,Almería,Garrucha,6.0,3,2,1,2,0,Andalucía,Andalucía,Si
842237,31/05/2018,es,Almería,Vera,25.0,3,11,2,11,3,Andalucía,Andalucía,Si
846565,31/05/2018,es,Almería,Mojácar,8.0,1,4,1,4,0,Andalucía,Andalucía,Si
855943,31/05/2018,es,Almería,Olula del Río,9.0,2,5,1,5,0,Andalucía,Andalucía,Si
287436,08/05/2019,es,Almería,Granada,82.0,16,33,11,33,1,Andalucía,Andalucía,No
370257,08/05/2019,es,Almería,Sevilla,14.0,6,5,3,5,1,Andalucía,Andalucía,No
561539,08/05/2019,es,Almería,Málaga,46.0,28,21,14,21,2,Andalucía,Andalucía,No
651592,08/05/2019,es,Almería,Jaén,17.0,3,9,3,9,0,Andalucía,Andalucía,No
672330,08/05/2019,es,Almería,Córdoba,2.0,1,2,1,2,1,Andalucía,Andalucía,No
856131,08/05/2019,es,Almería,Olula del Río,5.0,1,2,1,2,0,Andalucía,Andalucía,Si
967960,08/05/2019,es,Almería,Motril,18.0,1,8,1,7,0,Andalucía,Andalucía,No
1017279,08/05/2019,es,Almería,Campillo de Arenas,1.0,1,1,1,1,0,Andalucía,Andalucía,No
287479,20/06/2019,es,Almería,Granada,84.0,30,31,15,28,0,Andalucía,Andalucía,No
370299,20/06/2019,es,Almería,Sevilla,16.0,4,6,3,6,0,Andalucía,Andalucía,No
561582,20/06/2019,es,Almería,Málaga,61.0,29,23,14,21,0,Andalucía,Andalucía,No
651630,20/06/2019,es,Almería,Jaén,11.0,2,5,1,5,0,Andalucía,Andalucía,No
779055,20/06/2019,es,Almería,Úbeda,6.0,1,2,1,2,0,Andalucía,Andalucía,No
839540,20/06/2019,es,Almería,Albox,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
842492,20/06/2019,es,Almería,Vera,8.0,2,4,1,4,0,Andalucía,Andalucía,Si
846744,20/06/2019,es,Almería,Mojácar,13.0,3,5,2,5,0,Andalucía,Andalucía,Si
856157,20/06/2019,es,Almería,Olula del Río,3.0,3,1,1,1,0,Andalucía,Andalucía,Si
967982,20/06/2019,es,Almería,Motril,10.0,2,6,2,6,0,Andalucía,Andalucía,No
1016389,20/06/2019,es,Almería,Paradas,3.0,1,1,1,1,0,Andalucía,Andalucía,No
287120,26/06/2018,es,Almería,Granada,41.0,17,21,7,21,0,Andalucía,Andalucía,No
369954,26/06/2018,es,Almería,Sevilla,8.0,8,4,4,4,0,Andalucía,Andalucía,No
561223,26/06/2018,es,Almería,Málaga,43.0,31,19,13,19,3,Andalucía,Andalucía,No
651326,26/06/2018,es,Almería,Jaén,12.0,2,5,2,5,0,Andalucía,Andalucía,No
672138,26/06/2018,es,Almería,Córdoba,5.0,2,2,1,2,0,Andalucía,Andalucía,No
766758,26/06/2018,es,Almería,Vélez-Málaga,7.0,1,2,1,2,0,Andalucía,Andalucía,No
808296,26/06/2018,es,Almería,Torremolinos,2.0,1,1,1,1,0,Andalucía,Andalucía,No
828518,26/06/2018,es,Almería,Cádiz,1.0,1,1,1,1,0,Andalucía,Andalucía,No
842253,26/06/2018,es,Almería,Vera,16.0,2,7,1,7,0,Andalucía,Andalucía,Si
846582,26/06/2018,es,Almería,Mojácar,18.0,2,6,1,6,0,Andalucía,Andalucía,Si
916341,26/06/2018,es,Almería,Macael,7.0,3,3,1,3,0,Andalucía,Andalucía,Si
967781,26/06/2018,es,Almería,Motril,8.0,1,5,1,5,0,Andalucía,Andalucía,No
286909,27/11/2017,es,Almería,Granada,43.0,16,20,9,19,1,Andalucía,Andalucía,No
369757,27/11/2017,es,Almería,Sevilla,13.0,5,6,3,6,1,Andalucía,Andalucía,No
561012,27/11/2017,es,Almería,Málaga,64.0,19,25,11,23,1,Andalucía,Andalucía,No
651158,27/11/2017,es,Almería,Jaén,11.0,1,4,1,4,0,Andalucía,Andalucía,No
955558,27/11/2017,es,Almería,Almuñécar,2.0,1,1,1,1,0,Andalucía,Andalucía,No
287207,21/09/2018,es,Almería,Granada,221.0,77,85,43,84,5,Andalucía,Andalucía,No
370037,21/09/2018,es,Almería,Sevilla,54.0,9,23,6,21,4,Andalucía,Andalucía,No
475155,21/09/2018,es,Almería,Algeciras,10.0,1,6,1,6,1,Andalucía,Andalucía,No
522279,21/09/2018,es,Almería,Marbella,2.0,1,2,1,2,0,Andalucía,Andalucía,No
561310,21/09/2018,es,Almería,Málaga,90.0,39,42,23,39,6,Andalucía,Andalucía,No
651402,21/09/2018,es,Almería,Jaén,55.0,4,24,2,24,2,Andalucía,Andalucía,No
672189,21/09/2018,es,Almería,Córdoba,16.0,2,7,1,7,0,Andalucía,Andalucía,No
690425,21/09/2018,es,Almería,Chiclana de la Frontera,2.0,1,1,1,1,0,Andalucía,Andalucía,No
766777,21/09/2018,es,Almería,Vélez-Málaga,16.0,4,7,3,7,3,Andalucía,Andalucía,No
778943,21/09/2018,es,Almería,Úbeda,9.0,2,4,1,4,1,Andalucía,Andalucía,No
802225,21/09/2018,es,Almería,Huércal-Overa,29.0,1,13,1,13,0,Andalucía,Andalucía,Si
808307,21/09/2018,es,Almería,Torremolinos,5.0,1,2,1,1,1,Andalucía,Andalucía,No
828537,21/09/2018,es,Almería,Cádiz,1.0,1,1,1,1,0,Andalucía,Andalucía,No
839487,21/09/2018,es,Almería,Albox,7.0,1,3,1,3,1,Andalucía,Andalucía,Si
842312,21/09/2018,es,Almería,Vera,38.0,3,15,2,12,0,Andalucía,Andalucía,Si
844487,21/09/2018,es,Almería,Guadix,56.0,3,20,2,19,5,Andalucía,Andalucía,No
846656,21/09/2018,es,Almería,Mojácar,14.0,3,6,1,6,0,Andalucía,Andalucía,Si
855997,21/09/2018,es,Almería,Olula del Río,13.0,8,7,5,7,0,Andalucía,Andalucía,Si
876632,21/09/2018,es,Almería,Los Gallardos,12.0,1,4,1,3,0,Andalucía,Andalucía,No
879600,21/09/2018,es,Almería,Cuevas del Almanzora,11.0,1,5,1,4,0,Andalucía,Andalucía,Si
899982,21/09/2018,es,Almería,Vélez-Rubio,4.0,2,3,2,3,0,Andalucía,Andalucía,Si
911853,21/09/2018,es,Almería,Huéscar,2.0,1,1,1,1,0,Andalucía,Andalucía,No
912421,21/09/2018,es,Almería,Andújar,1.0,1,1,1,1,0,Andalucía,Andalucía,No
916360,21/09/2018,es,Almería,Macael,17.0,5,8,3,8,1,Andalucía,Andalucía,Si
928966,21/09/2018,es,Almería,Baza,30.0,4,11,4,10,1,Andalucía,Andalucía,No
937705,21/09/2018,es,Almería,Estepona,3.0,1,2,1,2,0,Andalucía,Andalucía,No
967822,21/09/2018,es,Almería,Motril,37.0,4,15,4,13,4,Andalucía,Andalucía,No
1011337,21/09/2018,es,Almería,Fines,1.0,1,1,1,1,0,Andalucía,Andalucía,Si
287274,27/11/2018,es,Almería,Granada,30.0,9,12,6,12,1,Andalucía,Andalucía,No
370103,27/11/2018,es,Almería,Sevilla,6.0,3,3,1,3,1,Andalucía,Andalucía,No
455794,27/11/2018,es,Almería,Jerez de la Frontera,8.0,2,3,1,2,1,Andalucía,Andalucía,No
561377,27/11/2018,es,Almería,Málaga,26.0,16,13,7,13,2,Andalucía,Andalucía,No
672231,27/11/2018,es,Almería,Córdoba,4.0,2,2,1,2,0,Andalucía,Andalucía,No
839505,27/11/2018,es,Almería,Albox,9.0,2,3,2,3,1,Andalucía,Andalucía,Si
856028,27/11/2018,es,Almería,Olula del Río,7.0,1,2,1,2,0,Andalucía,Andalucía,Si
911857,27/11/2018,es,Almería,Huéscar,5.0,1,2,1,2,0,Andalucía,Andalucía,No
967861,27/11/2018,es,Almería,Motril,12.0,1,6,1,6,0,Andalucía,Andalucía,No
287459,31/05/2019,es,Almería,Granada,159.0,36,68,20,67,3,Andalucía,Andalucía,No
370280,31/05/2019,es,Almería,Sevilla,59.0,13,26,9,26,2,Andalucía,Andalucía,No
455835,31/05/2019,es,Almería,Jerez de la Frontera,9.0,5,5,4,5,0,Andalucía,Andalucía,No
522349,31/05/2019,es,Almería,Marbella,3.0,3,2,2,2,1,Andalucía,Andalucía,No
561562,31/05/2019,es,Almería,Málaga,101.0,43,43,22,41,5,Andalucía,Andalucía,No
651613,31/05/2019,es,Almería,Jaén,51.0,3,22,3,22,0,Andalucía,Andalucía,No
662878,31/05/2019,es,Almería,San Roque,1.0,1,1,1,1,0,Andalucía,Andalucía,No
672343,31/05/2019,es,Almería,Córdoba,31.0,7,13,4,13,0,Andalucía,Andalucía,No
779047,31/05/2019,es,Almería,Úbeda,9.0,1,4,1,4,0,Andalucía,Andalucía,No
802339,31/05/2019,es,Almería,Huércal-Overa,33.0,2,15,2,15,1,Andalucía,Andalucía,Si
808325,31/05/2019,es,Almería,Torremolinos,7.0,1,3,1,3,0,Andalucía,Andalucía,No
842477,31/05/2019,es,Almería,Vera,40.0,6,19,4,19,1,Andalucía,Andalucía,Si
844579,31/05/2019,es,Almería,Guadix,17.0,1,6,1,6,1,Andalucía,Andalucía,No
846734,31/05/2019,es,Almería,Mojácar,8.0,2,5,1,5,1,Andalucía,Andalucía,Si
856145,31/05/2019,es,Almería,Olula del Río,18.0,4,8,2,8,1,Andalucía,Andalucía,Si
859476,31/05/2019,es,Almería,Linares,20.0,1,8,1,8,1,Andalucía,Andalucía,No
870734,31/05/2019,es,Almería,Huelva,8.0,1,5,1,5,1,Andalucía,Andalucía,No
879640,31/05/2019,es,Almería,Cuevas del Almanzora,11.0,2,5,2,4,0,Andalucía,Andalucía,Si
882198,31/05/2019,es,Almería,Carboneras,7.0,1,3,1,3,0,Andalucía,Andalucía,Si
891888,31/05/2019,es,Almería,Fuengirola,3.0,1,1,1,1,0,Andalucía,Andalucía,No
905897,31/05/2019,es,Almería,Cazorla,3.0,1,1,1,1,0,Andalucía,Andalucía,No
916461,31/05/2019,es,Almería,Macael,11.0,5,5,2,5,1,Andalucía,Andalucía,Si
929048,31/05/2019,es,Almería,Baza,10.0,1,6,1,6,0,Andalucía,Andalucía,No
967975,31/05/2019,es,Almería,Motril,18.0,2,13,2,12,1,Andalucía,Andalucía,No
985809,31/05/2019,es,Almería,Huétor Tájar,2.0,1,1,1,1,0,Andalucía,Andalucía,No
1003482,31/05/2019,es,Almería,Medina-Sidonia,4.0,2,2,1,2,0,Andalucía,Andalucía,No
1006053,31/05/2019,es,Almería,Frigiliana,5.0,5,4,4,4,0,Andalucía,Andalucía,No
1015278,31/05/2019,es,Almería,Lecrín,1.0,1,1,1,1,0,Andalucía,Andalucía,No
287572,21/09/2019,es,Almería,Granada,61.0,19,26,10,24,0,Andalucía,Andalucía,No
370389,21/09/2019,es,Almería,Sevilla,16.0,3,7,2,7,0,Andalucía,Andalucía,No
561675,21/09/2019,es,Almería,Málaga,52.0,21,23,9,21,2,Andalucía,Andalucía,No
672406,21/09/2019,es,Almería,Córdoba,5.0,1,3,1,3,0,Andalucía,Andalucía,No
733939,21/09/2019,es,Almería,Garrucha,7.0,1,3,1,3,2,Andalucía,Andalucía,Si
828602,21/09/2019,es,Almería,Cádiz,1.0,1,1,1,1,0,Andalucía,Andalucía,No
842568,21/09/2019,es,Almería,Vera,21.0,5,7,2,7,1,Andalucía,Andalucía,Si
846814,21/09/2019,es,Almería,Mojácar,11.0,3,3,1,3,1,Andalucía,Andalucía,Si
856213,21/09/2019,es,Almería,Olula del Río,6.0,4,3,3,3,0,Andalucía,Andalucía,Si
868699,21/09/2019,es,Almería,Armilla,3.0,1,1,1,1,1,Andalucía,Andalucía,No
876657,21/09/2019,es,Almería,Los Gallardos,4.0,1,2,1,2,2,Andalucía,Andalucía,No
916503,21/09/2019,es,Almería,Macael,3.0,2,2,1,2,0,Andalucía,Andalucía,Si
968025,21/09/2019,es,Almería,Motril,10.0,2,7,2,7,1,Andalucía,Andalucía,No
287194,08/09/2018,es,Almería,Granada,44.0,9,21,5,21,1,Andalucía,Andalucía,No
370025,08/09/2018,es,Almería,Sevilla,12.0,1,6,1,6,2,Andalucía,Andalucía,No
561297,08/09/2018,es,Almería,Málaga,43.0,11,17,7,17,1,Andalucía,Andalucía,No
651390,08/09/2018,es,Almería,Jaén,17.0,1,9,1,9,0,Andalucía,Andalucía,No
672181,08/09/2018,es,Almería,Córdoba,4.0,2,2,1,2,0,Andalucía,Andalucía,No
839483,08/09/2018,es,Almería,Albox,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
846648,08/09/2018,es,Almería,Mojácar,10.0,4,4,2,4,0,Andalucía,Andalucía,Si
958290,08/09/2018,es,Almería,Estepa,2.0,1,1,1,1,0,Andalucía,Andalucía,No
287240,24/10/2018,es,Almería,Granada,48.0,15,19,10,19,1,Andalucía,Andalucía,No
370070,24/10/2018,es,Almería,Sevilla,2.0,2,1,1,1,0,Andalucía,Andalucía,No
522293,24/10/2018,es,Almería,Marbella,4.0,2,2,1,2,1,Andalucía,Andalucía,No
561343,24/10/2018,es,Almería,Málaga,41.0,13,14,6,13,1,Andalucía,Andalucía,No
733836,24/10/2018,es,Almería,Garrucha,11.0,2,4,2,4,0,Andalucía,Andalucía,Si
802241,24/10/2018,es,Almería,Huércal-Overa,15.0,1,6,1,6,1,Andalucía,Andalucía,Si
842330,24/10/2018,es,Almería,Vera,35.0,3,16,2,13,2,Andalucía,Andalucía,Si
287560,09/09/2019,es,Almería,Granada,62.0,22,27,12,27,0,Andalucía,Andalucía,No
370377,09/09/2019,es,Almería,Sevilla,35.0,7,15,4,15,0,Andalucía,Andalucía,No
522404,09/09/2019,es,Almería,Marbella,6.0,1,3,1,3,0,Andalucía,Andalucía,No
561663,09/09/2019,es,Almería,Málaga,83.0,27,34,14,33,1,Andalucía,Andalucía,No
651702,09/09/2019,es,Almería,Jaén,24.0,3,10,2,9,0,Andalucía,Andalucía,No
672398,09/09/2019,es,Almería,Córdoba,10.0,2,5,2,5,0,Andalucía,Andalucía,No
733932,09/09/2019,es,Almería,Garrucha,10.0,1,4,1,4,0,Andalucía,Andalucía,Si
779092,09/09/2019,es,Almería,Úbeda,9.0,4,5,3,5,0,Andalucía,Andalucía,No
828601,09/09/2019,es,Almería,Cádiz,8.0,2,3,1,3,1,Andalucía,Andalucía,No
842559,09/09/2019,es,Almería,Vera,17.0,2,7,2,6,0,Andalucía,Andalucía,Si
846807,09/09/2019,es,Almería,Mojácar,13.0,3,5,2,4,1,Andalucía,Andalucía,Si
856205,09/09/2019,es,Almería,Olula del Río,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
870752,09/09/2019,es,Almería,Huelva,13.0,2,7,1,7,0,Andalucía,Andalucía,No
877734,09/09/2019,es,Almería,Mijas,4.0,1,2,1,2,0,Andalucía,Andalucía,No
891907,09/09/2019,es,Almería,Fuengirola,5.0,1,2,1,2,0,Andalucía,Andalucía,No
916496,09/09/2019,es,Almería,Macael,12.0,2,4,1,4,0,Andalucía,Andalucía,Si
1005566,09/09/2019,es,Almería,Salobreña,1.0,1,1,1,1,0,Andalucía,Andalucía,No
287605,24/10/2019,es,Almería,Granada,61.0,14,26,8,25,3,Andalucía,Andalucía,No
370421,24/10/2019,es,Almería,Sevilla,16.0,9,8,4,8,0,Andalucía,Andalucía,No
475342,24/10/2019,es,Almería,Algeciras,7.0,3,2,1,2,0,Andalucía,Andalucía,No
561708,24/10/2019,es,Almería,Málaga,55.0,16,24,12,21,1,Andalucía,Andalucía,No
651739,24/10/2019,es,Almería,Jaén,13.0,3,7,3,7,1,Andalucía,Andalucía,No
672422,24/10/2019,es,Almería,Córdoba,9.0,3,5,2,5,2,Andalucía,Andalucía,No
733951,24/10/2019,es,Almería,Garrucha,10.0,2,4,1,4,0,Andalucía,Andalucía,Si
766947,24/10/2019,es,Almería,Vélez-Málaga,5.0,1,4,1,4,0,Andalucía,Andalucía,No
828611,24/10/2019,es,Almería,Cádiz,2.0,2,1,1,1,0,Andalucía,Andalucía,No
842594,24/10/2019,es,Almería,Vera,15.0,8,5,4,5,0,Andalucía,Andalucía,Si
867766,24/10/2019,es,Almería,Antas,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
916522,24/10/2019,es,Almería,Macael,6.0,2,2,2,2,0,Andalucía,Andalucía,Si
955612,24/10/2019,es,Almería,Almuñécar,3.0,2,1,1,1,0,Andalucía,Andalucía,No
968047,24/10/2019,es,Almería,Motril,18.0,1,8,1,7,0,Andalucía,Andalucía,No
1016344,24/10/2019,es,Almería,Arboleas,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
1018059,24/10/2019,es,Almería,Torre-Cardela,3.0,1,1,1,1,0,Andalucía,Andalucía,No
287067,04/05/2018,es,Almería,Granada,132.0,42,55,25,55,2,Andalucía,Andalucía,No
369903,04/05/2018,es,Almería,Sevilla,56.0,16,20,8,20,0,Andalucía,Andalucía,No
455742,04/05/2018,es,Almería,Jerez de la Frontera,8.0,3,4,2,3,0,Andalucía,Andalucía,No
512691,04/05/2018,es,Almería,El Puerto de Santa María,3.0,1,1,1,1,0,Andalucía,Andalucía,No
522232,04/05/2018,es,Almería,Marbella,10.0,1,4,1,4,0,Andalucía,Andalucía,No
561170,04/05/2018,es,Almería,Málaga,132.0,42,47,24,47,0,Andalucía,Andalucía,No
651284,04/05/2018,es,Almería,Jaén,29.0,8,16,6,16,1,Andalucía,Andalucía,No
672110,04/05/2018,es,Almería,Córdoba,16.0,6,6,4,6,0,Andalucía,Andalucía,No
733784,04/05/2018,es,Almería,Garrucha,9.0,2,4,2,4,0,Andalucía,Andalucía,Si
766752,04/05/2018,es,Almería,Vélez-Málaga,8.0,1,3,1,3,0,Andalucía,Andalucía,No
778891,04/05/2018,es,Almería,Úbeda,9.0,3,4,2,4,1,Andalucía,Andalucía,No
802193,04/05/2018,es,Almería,Huércal-Overa,31.0,1,15,1,15,1,Andalucía,Andalucía,Si
828504,04/05/2018,es,Almería,Cádiz,6.0,1,3,1,3,0,Andalucía,Andalucía,No
842219,04/05/2018,es,Almería,Vera,31.0,3,12,2,11,0,Andalucía,Andalucía,Si
855927,04/05/2018,es,Almería,Olula del Río,8.0,8,7,5,7,0,Andalucía,Andalucía,Si
867667,04/05/2018,es,Almería,Antas,11.0,4,6,3,6,0,Andalucía,Andalucía,Si
916325,04/05/2018,es,Almería,Macael,3.0,2,2,1,2,0,Andalucía,Andalucía,Si
928932,04/05/2018,es,Almería,Baza,15.0,4,8,3,8,0,Andalucía,Andalucía,No
931534,04/05/2018,es,Almería,Manilva,1.0,1,1,1,1,0,Andalucía,Andalucía,No
967754,04/05/2018,es,Almería,Motril,22.0,2,9,2,9,0,Andalucía,Andalucía,No
1005541,04/05/2018,es,Almería,Salobreña,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1013748,04/05/2018,es,Almería,Tíjola,1.0,1,1,1,1,0,Andalucía,Andalucía,Si
287070,07/05/2018,es,Almería,Granada,96.0,18,37,11,37,2,Andalucía,Andalucía,No
369906,07/05/2018,es,Almería,Sevilla,13.0,2,6,2,6,0,Andalucía,Andalucía,No
561173,07/05/2018,es,Almería,Málaga,55.0,21,22,12,21,2,Andalucía,Andalucía,No
672112,07/05/2018,es,Almería,Córdoba,6.0,2,3,1,3,0,Andalucía,Andalucía,No
828505,07/05/2018,es,Almería,Cádiz,3.0,2,2,1,2,1,Andalucía,Andalucía,No
839468,07/05/2018,es,Almería,Albox,3.0,2,1,1,1,0,Andalucía,Andalucía,Si
842222,07/05/2018,es,Almería,Vera,9.0,1,3,1,3,1,Andalucía,Andalucía,Si
973536,07/05/2018,es,Almería,Adra,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
287432,04/05/2019,es,Almería,Granada,55.0,19,23,8,22,2,Andalucía,Andalucía,No
370253,04/05/2019,es,Almería,Sevilla,28.0,14,13,6,12,1,Andalucía,Andalucía,No
561535,04/05/2019,es,Almería,Málaga,53.0,17,20,9,17,1,Andalucía,Andalucía,No
